subindex;eventindex;Animacytype;TypeNum;RT;list;response reverted;response;root;scenario;text;wordlength
4;176;Human;2;1328,73;2;6;2;ugly_h.jpg;37;ugly ;5
4;180;Human;2;606,53;2;7;1;tall_h.jpg;36;tall ;5
4;194;Human;2;1104,77;2;7;1;okay_h.jpg;24;okay ;5
4;196;Human;2;1257,96;2;5;3;rare_h.jpg;31;rare ;5
4;202;Human;2;984,33;2;7;1;weird_h.jpg;38;weird ;6
4;204;Human;2;822,38;2;7;1;stunning_h.jpg;34;stunning ;9
4;206;Human;2;1299,24;2;6;2;solid_h.jpg;33;solid ;6
4;226;Human;2;1455,9;2;6;2;old_h.jpg;25;old ;4
4;228;Human;2;946,83;2;6;2;modern_h.jpg;22;modern;6
5;6;Human;2;1403,35;1;7;1;hot_h.jpg;15;hot ;4
5;18;Human;2;1423,59;1;7;1;handsome_h.jpg;13;handsome;8
5;24;Human;2;2478,29;1;4;4;fair_h.jpg;10;fair ;5
5;32;Human;2;1868,28;1;7;1;heavy_h.jpg;14;heavy ;6
5;46;Human;2;1716,89;1;7;1;classic_h.jpg;6;classic ;8
5;72;Human;2;1442,19;1;7;1;amazing_h.jpg;2;amazing ;8
5;78;Human;2;1312,13;1;7;1;impressive_h.jpg;18;impressive ;11
5;98;Human;2;4866,98;1;7;1;cool_h.jpg;7;cool ;5
5;100;Human;2;745,58;1;7;1;awesome_h.jpg;4;awesome ;8
5;106;Human;2;840,16;1;7;1;interesting_h.jpg;19;interesting ;12
5;110;Human;2;609,9;1;7;1;huge_h.jpg;16;huge;4
5;112;Human;2;720,55;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
5;130;Human;2;828,07;1;7;1;lame_h.jpg;20;lame ;5
5;186;Human;2;936,22;1;7;1;anxious_h.jpg;3;anxious;7
5;188;Human;2;555,93;1;7;1;aggressive_h.jpg;1;aggressive ;11
5;190;Human;2;625,94;1;7;1;ideal_h.jpg;17;ideal ;6
5;194;Human;2;666,43;1;7;1;good_h.jpg;11;good;4
5;228;Human;2;808,7;1;7;1;cute_h.jpg;8;cute ;5
5;234;Human;2;851,81;1;7;1;basic_h.jpg;5;basic ;6
5;246;Human;2;667,55;1;7;1;great_h.jpg;12;great ;6
6;26;Human;2;1770,43;1;7;1;anxious_h.jpg;3;anxious;7
6;34;Human;2;1636,17;1;7;1;amazing_h.jpg;2;amazing ;8
6;42;Human;2;954,49;1;7;1;ideal_h.jpg;17;ideal ;6
6;88;Human;2;1091,19;1;7;1;heavy_h.jpg;14;heavy ;6
6;92;Human;2;862,57;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
6;112;Human;2;1492,68;1;6;2;lame_h.jpg;20;lame ;5
6;120;Human;2;978,62;1;7;1;classic_h.jpg;6;classic ;8
6;134;Human;2;958,67;1;7;1;handsome_h.jpg;13;handsome;8
6;150;Human;2;937,74;1;7;1;huge_h.jpg;16;huge;4
6;160;Human;2;778,55;1;7;1;basic_h.jpg;5;basic ;6
6;166;Human;2;873,75;1;7;1;fair_h.jpg;10;fair ;5
6;178;Human;2;807,05;1;7;1;interesting_h.jpg;19;interesting ;12
6;180;Human;2;1094,21;1;7;1;impressive_h.jpg;18;impressive ;11
6;184;Human;2;591,56;1;1;7;awesome_h.jpg;4;awesome ;8
6;188;Human;2;917,14;1;7;1;good_h.jpg;11;good;4
6;190;Human;2;775,9;1;7;1;hot_h.jpg;15;hot ;4
6;202;Human;2;958,68;1;7;1;aggressive_h.jpg;1;aggressive ;11
6;218;Human;2;1096,04;1;7;1;cool_h.jpg;7;cool ;5
6;232;Human;2;849,44;1;7;1;great_h.jpg;12;great ;6
7;6;Human;2;1854,69;1;7;1;basic_h.jpg;5;basic ;6
7;8;Human;2;1650,64;1;7;1;handsome_h.jpg;13;handsome;8
7;10;Human;2;1354,8;1;7;1;great_h.jpg;12;great ;6
7;26;Human;2;2169,09;1;7;1;classic_h.jpg;6;classic ;8
7;30;Human;2;1260;1;7;1;aggressive_h.jpg;1;aggressive ;11
7;56;Human;2;787,01;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
7;76;Human;2;627,9;1;7;1;hot_h.jpg;15;hot ;4
7;88;Human;2;565,94;1;7;1;ideal_h.jpg;17;ideal ;6
7;90;Human;2;363,84;1;7;1;heavy_h.jpg;14;heavy ;6
7;92;Human;2;552,15;1;7;1;cool_h.jpg;7;cool ;5
7;122;Human;2;1350,15;1;7;1;good_h.jpg;11;good;4
7;146;Human;2;755,02;1;7;1;awesome_h.jpg;4;awesome ;8
7;160;Human;2;778,81;1;7;1;cute_h.jpg;8;cute ;5
7;162;Human;2;786,35;1;7;1;interesting_h.jpg;19;interesting ;12
7;176;Human;2;884,07;1;7;1;impressive_h.jpg;18;impressive ;11
7;186;Human;2;1517,36;1;7;1;fair_h.jpg;10;fair ;5
7;206;Human;2;936,36;1;7;1;huge_h.jpg;16;huge;4
7;214;Human;2;668,23;1;7;1;lame_h.jpg;20;lame ;5
7;220;Human;2;3617,16;1;7;1;anxious_h.jpg;3;anxious;7
7;234;Human;2;565,16;1;7;1;amazing_h.jpg;2;amazing ;8
8;2;Human;2;3608,44;1;7;1;amazing_h.jpg;2;amazing ;8
8;8;Human;2;1423,7;1;7;1;fair_h.jpg;10;fair ;5
8;12;Human;2;863,46;1;7;1;great_h.jpg;12;great ;6
8;18;Human;2;1075,19;1;7;1;heavy_h.jpg;14;heavy ;6
8;26;Human;2;901,88;1;7;1;lame_h.jpg;20;lame ;5
8;34;Human;2;951,44;1;7;1;huge_h.jpg;16;huge;4
8;68;Human;2;947,02;1;7;1;good_h.jpg;11;good;4
8;90;Human;2;596,64;1;7;1;classic_h.jpg;6;classic ;8
8;100;Human;2;931,45;1;7;1;handsome_h.jpg;13;handsome;8
8;106;Human;2;998,33;1;7;1;cool_h.jpg;7;cool ;5
8;108;Human;2;744,07;1;7;1;anxious_h.jpg;3;anxious;7
8;110;Human;2;963,12;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
8;114;Human;2;1217,43;1;7;1;hot_h.jpg;15;hot ;4
8;144;Human;2;686,96;1;7;1;cute_h.jpg;8;cute ;5
8;162;Human;2;816,33;1;7;1;interesting_h.jpg;19;interesting ;12
8;168;Human;2;772,82;1;7;1;aggressive_h.jpg;1;aggressive ;11
8;172;Human;2;645,66;1;7;1;awesome_h.jpg;4;awesome ;8
8;188;Human;2;697,15;1;7;1;impressive_h.jpg;18;impressive ;11
8;228;Human;2;1295,04;1;7;1;ideal_h.jpg;17;ideal ;6
8;250;Human;2;910,28;1;7;1;basic_h.jpg;5;basic ;6
9;4;Human;2;2715,37;2;7;1;old_h.jpg;25;old ;4
9;16;Human;2;1166,14;2;7;1;wonderful_h.jpg;40;wonderful ;10
9;32;Human;2;1095,97;2;7;1;solid_h.jpg;33;solid ;6
9;48;Human;2;1210,49;2;7;1;rare_h.jpg;31;rare ;5
9;52;Human;2;891,11;2;7;1;weird_h.jpg;38;weird ;6
9;68;Human;2;1174,51;2;7;1;loud_h.jpg;21;loud ;5
9;90;Human;2;1041,51;2;7;1;ugly_h.jpg;37;ugly ;5
9;96;Human;2;1424,52;2;7;1;tall_h.jpg;36;tall ;5
9;102;Human;2;859,61;2;7;1;small_h.jpg;32;small ;6
9;104;Human;2;618,08;2;7;1;odd_h.jpg;23;odd ;4
9;116;Human;2;1526,29;2;7;1;radient_h.jpg;30;radient ;8
9;124;Human;2;1110,66;2;7;1;peaceful_h.jpg;27;peaceful ;9
9;136;Human;2;1321,29;2;7;1;stunning_h.jpg;34;stunning ;9
9;150;Human;2;2753,08;2;7;1;okay_h.jpg;24;okay ;5
9;156;Human;2;1259,58;2;7;1;wild_h.jpg;39;wild;4
9;190;Human;2;1004,53;2;7;1;plain_h.jpg;28;plain ;6
9;196;Human;2;972,04;2;7;1;ordinary_h.jpg;26;ordinary ;9
9;240;Human;2;1434,74;2;7;1;modern_h.jpg;22;modern;6
9;244;Human;2;968,76;2;7;1;quick_h.jpg;29;quick ;6
9;248;Human;2;3450,08;2;7;1;sweet_h.jpg;35;sweet ;6
10;16;Human;2;1696;1;7;1;heavy_h.jpg;14;heavy ;6
10;36;Human;2;1346;1;7;1;ideal_h.jpg;17;ideal ;6
10;46;Human;2;1582;1;7;1;anxious_h.jpg;3;anxious;7
10;54;Human;2;1068;1;7;1;hot_h.jpg;15;hot ;4
10;56;Human;2;800;1;7;1;huge_h.jpg;16;huge;4
10;74;Human;2;1040;1;7;1;cool_h.jpg;7;cool ;5
10;106;Human;2;863;1;7;1;handsome_h.jpg;13;handsome;8
10;120;Human;2;1076;1;7;1;awesome_h.jpg;4;awesome ;8
10;134;Human;2;833;1;7;1;amazing_h.jpg;2;amazing ;8
10;136;Human;2;966;1;7;1;impressive_h.jpg;18;impressive ;11
10;144;Human;2;999;1;7;1;fair_h.jpg;10;fair ;5
10;164;Human;2;1052;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
10;166;Human;2;931;1;7;1;cute_h.jpg;8;cute ;5
10;178;Human;2;1075;1;7;1;good_h.jpg;11;good;4
10;186;Human;2;746;1;7;1;interesting_h.jpg;19;interesting ;12
10;214;Human;2;739;1;7;1;basic_h.jpg;5;basic ;6
10;216;Human;2;534;1;7;1;lame_h.jpg;20;lame ;5
10;222;Human;2;637;1;7;1;aggressive_h.jpg;1;aggressive ;11
10;230;Human;2;945;1;7;1;great_h.jpg;12;great ;6
10;234;Human;2;653;1;7;1;classic_h.jpg;6;classic ;8
11;4;Human;2;4754;1;4;4;cute_h.jpg;8;cute ;5
11;10;Human;2;5115;1;5;3;amazing_h.jpg;2;amazing ;8
11;50;Human;2;2141;1;7;1;lame_h.jpg;20;lame ;5
11;94;Human;2;2204;1;4;4;anxious_h.jpg;3;anxious;7
11;96;Human;2;781;1;7;1;classic_h.jpg;6;classic ;8
11;102;Human;2;1018;1;7;1;interesting_h.jpg;19;interesting ;12
11;110;Human;2;2685;1;7;1;cool_h.jpg;7;cool ;5
11;118;Human;2;646;1;7;1;handsome_h.jpg;13;handsome;8
11;150;Human;2;1334;1;7;1;impressive_h.jpg;18;impressive ;11
11;166;Human;2;811;1;7;1;basic_h.jpg;5;basic ;6
11;170;Human;2;1303;1;7;1;heavy_h.jpg;14;heavy ;6
11;182;Human;2;922;1;7;1;fair_h.jpg;10;fair ;5
11;188;Human;2;866;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
11;208;Human;2;630;1;7;1;ideal_h.jpg;17;ideal ;6
11;238;Human;2;693;1;7;1;huge_h.jpg;16;huge;4
11;240;Human;2;642;1;7;1;awesome_h.jpg;4;awesome ;8
11;242;Human;2;635;1;7;1;hot_h.jpg;15;hot ;4
11;250;Human;2;2056;1;7;1;good_h.jpg;11;good;4
13;38;Human;2;1399,2;1;7;1;huge_h.jpg;16;huge;4
13;50;Human;2;1392,18;1;7;1;lame_h.jpg;20;lame ;5
13;70;Human;2;949,76;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
13;94;Human;2;864,68;1;7;1;great_h.jpg;12;great ;6
13;102;Human;2;2850,1;1;7;1;amazing_h.jpg;2;amazing ;8
13;108;Human;2;1015,5;1;7;1;aggressive_h.jpg;1;aggressive ;11
13;120;Human;2;922,4;1;7;1;awesome_h.jpg;4;awesome ;8
13;126;Human;2;748,9;1;7;1;fair_h.jpg;10;fair ;5
13;130;Human;2;784,66;1;7;1;impressive_h.jpg;18;impressive ;11
13;132;Human;2;936,46;1;7;1;ideal_h.jpg;17;ideal ;6
13;140;Human;2;1065,02;1;7;1;basic_h.jpg;5;basic ;6
13;158;Human;2;892,8;1;7;1;hot_h.jpg;15;hot ;4
13;166;Human;2;965,24;1;7;1;anxious_h.jpg;3;anxious;7
13;186;Human;2;734,56;1;7;1;cool_h.jpg;7;cool ;5
13;196;Human;2;868,14;1;7;1;classic_h.jpg;6;classic ;8
13;202;Human;2;858,92;1;7;1;interesting_h.jpg;19;interesting ;12
13;214;Human;2;1010,34;1;7;1;handsome_h.jpg;13;handsome;8
13;232;Human;2;818,36;1;7;1;cute_h.jpg;8;cute ;5
13;236;Human;2;794,24;1;7;1;good_h.jpg;11;good;4
13;244;Human;2;1066,88;1;7;1;heavy_h.jpg;14;heavy ;6
14;12;Human;2;4422;1;7;1;anxious_h.jpg;3;anxious;7
14;16;Human;2;3934;1;6;2;classic_h.jpg;6;classic ;8
14;18;Human;2;3595;1;7;1;heavy_h.jpg;14;heavy ;6
14;26;Human;2;1386;1;7;1;ideal_h.jpg;17;ideal ;6
14;78;Human;2;948;1;7;1;cool_h.jpg;7;cool ;5
14;80;Human;2;848;1;7;1;great_h.jpg;12;great ;6
14;88;Human;2;894;1;7;1;basic_h.jpg;5;basic ;6
14;92;Human;2;912;1;7;1;impressive_h.jpg;18;impressive ;11
14;96;Human;2;661;1;7;1;handsome_h.jpg;13;handsome;8
14;100;Human;2;1127;1;7;1;amazing_h.jpg;2;amazing ;8
14;108;Human;2;546;1;7;1;huge_h.jpg;16;huge;4
14;122;Human;2;1007;1;7;1;hot_h.jpg;15;hot ;4
14;126;Human;2;962;1;7;1;lame_h.jpg;20;lame ;5
14;142;Human;2;1234;1;7;1;aggressive_h.jpg;1;aggressive ;11
14;146;Human;2;904;1;7;1;awesome_h.jpg;4;awesome ;8
14;162;Human;2;939;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
14;174;Human;2;834;1;7;1;fair_h.jpg;10;fair ;5
14;210;Human;2;996;1;7;1;cute_h.jpg;8;cute ;5
14;236;Human;2;1642;1;7;1;good_h.jpg;11;good;4
14;250;Human;2;790;1;7;1;interesting_h.jpg;19;interesting ;12
15;18;Human;2;1323;1;7;1;basic_h.jpg;5;basic ;6
15;20;Human;2;1276;1;7;1;huge_h.jpg;16;huge;4
15;26;Human;2;2476;1;7;1;classic_h.jpg;6;classic ;8
15;40;Human;2;1157;1;7;1;amazing_h.jpg;2;amazing ;8
15;62;Human;2;1958;1;7;1;awesome_h.jpg;4;awesome ;8
15;72;Human;2;1126;1;7;1;aggressive_h.jpg;1;aggressive ;11
15;74;Human;2;1996;1;7;1;good_h.jpg;11;good;4
15;116;Human;2;1282;1;7;1;cute_h.jpg;8;cute ;5
15;122;Human;2;953;1;7;1;anxious_h.jpg;3;anxious;7
15;128;Human;2;1199;1;7;1;ideal_h.jpg;17;ideal ;6
15;136;Human;2;1198;1;7;1;interesting_h.jpg;19;interesting ;12
15;152;Human;2;1102;1;7;1;great_h.jpg;12;great ;6
15;164;Human;2;1183;1;7;1;impressive_h.jpg;18;impressive ;11
15;178;Human;2;981;1;7;1;cool_h.jpg;7;cool ;5
15;184;Human;2;1074;1;7;1;handsome_h.jpg;13;handsome;8
15;186;Human;2;1038;1;7;1;hot_h.jpg;15;hot ;4
15;212;Human;2;1207;1;7;1;lame_h.jpg;20;lame ;5
15;220;Human;2;1239;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
15;228;Human;2;1043;1;7;1;fair_h.jpg;10;fair ;5
15;230;Human;2;1478;1;7;1;heavy_h.jpg;14;heavy ;6
16;6;Human;2;3048;1;1;7;basic_h.jpg;5;basic ;6
16;12;Human;2;1747;1;1;7;ideal_h.jpg;17;ideal ;6
16;28;Human;2;4641;1;4;4;heavy_h.jpg;14;heavy ;6
16;32;Human;2;4551;1;4;4;huge_h.jpg;16;huge;4
16;34;Human;2;4060;1;2;6;impressive_h.jpg;18;impressive ;11
16;36;Human;2;2741;1;2;6;amazing_h.jpg;2;amazing ;8
16;40;Human;2;2492;1;7;1;fair_h.jpg;10;fair ;5
16;42;Human;2;1773;1;6;2;hot_h.jpg;15;hot ;4
16;50;Human;2;1630;1;7;1;good_h.jpg;11;good;4
16;88;Human;2;3038;1;7;1;anxious_h.jpg;3;anxious;7
16;92;Human;2;3443;1;3;5;classic_h.jpg;6;classic ;8
16;106;Human;2;1745;1;6;2;aggressive_h.jpg;1;aggressive ;11
16;158;Human;2;1963;1;5;3;cool_h.jpg;7;cool ;5
16;186;Human;2;1784;1;4;4;handsome_h.jpg;13;handsome;8
16;206;Human;2;2081;1;6;2;awesome_h.jpg;4;awesome ;8
16;236;Human;2;1332;1;6;2;extraordinairy_h.jpg;9;extraordinairy;14
17;12;Human;2;5216,19;2;4;4;old_h.jpg;25;old ;4
17;36;Human;2;1303,86;2;7;1;wild_h.jpg;39;wild;4
17;38;Human;2;835,81;2;7;1;small_h.jpg;32;small ;6
17;58;Human;2;1835,12;2;7;1;peaceful_h.jpg;27;peaceful ;9
17;62;Human;2;1169,68;2;7;1;quick_h.jpg;29;quick ;6
17;66;Human;2;1284,18;2;7;1;tall_h.jpg;36;tall ;5
17;70;Human;2;1168,72;2;7;1;loud_h.jpg;21;loud ;5
17;82;Human;2;843,71;2;7;1;ordinary_h.jpg;26;ordinary ;9
17;100;Human;2;879,64;2;7;1;stunning_h.jpg;34;stunning ;9
17;116;Human;2;4386,62;2;7;1;sweet_h.jpg;35;sweet ;6
17;134;Human;2;1068,62;2;7;1;rare_h.jpg;31;rare ;5
17;138;Human;2;688,68;2;7;1;odd_h.jpg;23;odd ;4
17;148;Human;2;1090,59;2;7;1;modern_h.jpg;22;modern;6
17;178;Human;2;1278,34;2;7;1;plain_h.jpg;28;plain ;6
17;182;Human;2;1080,72;2;7;1;okay_h.jpg;24;okay ;5
17;194;Human;2;1162,87;2;7;1;radient_h.jpg;30;radient ;8
17;202;Human;2;901,36;2;7;1;solid_h.jpg;33;solid ;6
17;214;Human;2;1244,8;2;7;1;weird_h.jpg;38;weird ;6
17;216;Human;2;907,73;2;7;1;ugly_h.jpg;37;ugly ;5
18;4;Human;2;3419;1;7;1;aggressive_h.jpg;1;aggressive ;11
18;48;Human;2;1141;1;7;1;hot_h.jpg;15;hot ;4
18;50;Human;2;1073;1;7;1;lame_h.jpg;20;lame ;5
18;70;Human;2;1679;1;7;1;basic_h.jpg;5;basic ;6
18;74;Human;2;1237;1;7;1;cute_h.jpg;8;cute ;5
18;78;Human;2;858;1;7;1;great_h.jpg;12;great ;6
18;84;Human;2;1040;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
18;92;Human;2;838;1;7;1;interesting_h.jpg;19;interesting ;12
18;108;Human;2;639;1;7;1;amazing_h.jpg;2;amazing ;8
18;110;Human;2;778;1;7;1;anxious_h.jpg;3;anxious;7
18;114;Human;2;957;1;7;1;fair_h.jpg;10;fair ;5
18;130;Human;2;803;1;7;1;awesome_h.jpg;4;awesome ;8
18;134;Human;2;946;1;7;1;handsome_h.jpg;13;handsome;8
18;150;Human;2;836;1;7;1;impressive_h.jpg;18;impressive ;11
18;164;Human;2;1004;1;7;1;cool_h.jpg;7;cool ;5
18;174;Human;2;929;1;7;1;classic_h.jpg;6;classic ;8
18;184;Human;2;1070;1;7;1;heavy_h.jpg;14;heavy ;6
18;200;Human;2;976;1;7;1;ideal_h.jpg;17;ideal ;6
18;210;Human;2;1040;1;7;1;good_h.jpg;11;good;4
18;224;Human;2;919;1;7;1;huge_h.jpg;16;huge;4
19;34;Human;2;1193,17;1;7;1;huge_h.jpg;16;huge;4
19;58;Human;2;1457,67;1;7;1;ideal_h.jpg;17;ideal ;6
19;60;Human;2;913,62;1;7;1;aggressive_h.jpg;1;aggressive ;11
19;84;Human;2;1136,81;1;7;1;hot_h.jpg;15;hot ;4
19;92;Human;2;913,25;1;7;1;classic_h.jpg;6;classic ;8
19;108;Human;2;856,6;1;7;1;fair_h.jpg;10;fair ;5
19;110;Human;2;1033,77;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
19;138;Human;2;1491,04;1;7;1;amazing_h.jpg;2;amazing ;8
19;144;Human;2;1291,38;1;7;1;great_h.jpg;12;great ;6
19;172;Human;2;2131,69;1;7;1;cute_h.jpg;8;cute ;5
19;176;Human;2;940,94;1;7;1;anxious_h.jpg;3;anxious;7
19;184;Human;2;1035,15;1;7;1;good_h.jpg;11;good;4
19;192;Human;2;1293,26;1;7;1;awesome_h.jpg;4;awesome ;8
19;194;Human;2;863,78;1;7;1;cool_h.jpg;7;cool ;5
19;234;Human;2;886,4;1;7;1;basic_h.jpg;5;basic ;6
19;238;Human;2;1200,45;1;7;1;heavy_h.jpg;14;heavy ;6
19;240;Human;2;700,35;1;7;1;handsome_h.jpg;13;handsome;8
19;244;Human;2;661,22;1;7;1;interesting_h.jpg;19;interesting ;12
19;246;Human;2;648,09;1;7;1;impressive_h.jpg;18;impressive ;11
19;250;Human;2;804,12;1;7;1;lame_h.jpg;20;lame ;5
20;6;Human;2;3891;1;2;6;impressive_h.jpg;18;impressive ;11
20;16;Human;2;2737;1;7;1;cute_h.jpg;8;cute ;5
20;38;Human;2;2956;1;6;2;interesting_h.jpg;19;interesting ;12
20;40;Human;2;2796;1;3;5;ideal_h.jpg;17;ideal ;6
20;62;Human;2;4502;1;3;5;great_h.jpg;12;great ;6
20;64;Human;2;2573;1;1;7;basic_h.jpg;5;basic ;6
20;74;Human;2;2183;1;4;4;amazing_h.jpg;2;amazing ;8
20;88;Human;2;4359;1;2;6;fair_h.jpg;10;fair ;5
20;120;Human;2;5183;1;6;2;awesome_h.jpg;4;awesome ;8
20;122;Human;2;2162;1;2;6;handsome_h.jpg;13;handsome;8
20;134;Human;2;5039;1;4;4;aggressive_h.jpg;1;aggressive ;11
20;142;Human;2;1233;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
20;152;Human;2;2600;1;5;3;anxious_h.jpg;3;anxious;7
20;164;Human;2;3772;1;4;4;good_h.jpg;11;good;4
20;166;Human;2;2555;1;6;2;cool_h.jpg;7;cool ;5
20;190;Human;2;1283;1;3;5;heavy_h.jpg;14;heavy ;6
20;194;Human;2;2366;1;2;6;huge_h.jpg;16;huge;4
20;212;Human;2;1492;1;6;2;classic_h.jpg;6;classic ;8
20;214;Human;2;2032;1;3;5;hot_h.jpg;15;hot ;4
20;244;Human;2;1970;1;2;6;lame_h.jpg;20;lame ;5
21;6;Human;2;2418;1;7;1;good_h.jpg;11;good;4
21;24;Human;2;1695;1;7;1;cool_h.jpg;7;cool ;5
21;28;Human;2;1313;1;7;1;interesting_h.jpg;19;interesting ;12
21;38;Human;2;1760;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
21;68;Human;2;1369;1;7;1;aggressive_h.jpg;1;aggressive ;11
21;74;Human;2;1327;1;7;1;great_h.jpg;12;great ;6
21;76;Human;2;1182;1;7;1;basic_h.jpg;5;basic ;6
21;88;Human;2;1077;1;7;1;anxious_h.jpg;3;anxious;7
21;102;Human;2;1163;1;7;1;hot_h.jpg;15;hot ;4
21;104;Human;2;1162;1;7;1;lame_h.jpg;20;lame ;5
21;106;Human;2;1095;1;7;1;awesome_h.jpg;4;awesome ;8
21;120;Human;2;1109;1;7;1;amazing_h.jpg;2;amazing ;8
21;192;Human;2;1313;1;7;1;impressive_h.jpg;18;impressive ;11
21;198;Human;2;1187;1;7;1;classic_h.jpg;6;classic ;8
21;200;Human;2;1133;1;7;1;cute_h.jpg;8;cute ;5
21;208;Human;2;1044;1;7;1;huge_h.jpg;16;huge;4
21;222;Human;2;1980;1;7;1;handsome_h.jpg;13;handsome;8
21;234;Human;2;2738;1;7;1;ideal_h.jpg;17;ideal ;6
21;238;Human;2;1838;1;7;1;heavy_h.jpg;14;heavy ;6
21;250;Human;2;1478;1;7;1;fair_h.jpg;10;fair ;5
22;6;Human;2;1837;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
22;10;Human;2;1357;1;7;1;heavy_h.jpg;14;heavy ;6
22;64;Human;2;1275;1;7;1;interesting_h.jpg;19;interesting ;12
22;66;Human;2;1055;1;7;1;hot_h.jpg;15;hot ;4
22;74;Human;2;1356;1;7;1;fair_h.jpg;10;fair ;5
22;82;Human;2;969;1;7;1;great_h.jpg;12;great ;6
22;84;Human;2;714;1;7;1;awesome_h.jpg;4;awesome ;8
22;110;Human;2;950;1;7;1;aggressive_h.jpg;1;aggressive ;11
22;126;Human;2;928;1;7;1;amazing_h.jpg;2;amazing ;8
22;134;Human;2;1219;1;7;1;impressive_h.jpg;18;impressive ;11
22;140;Human;2;1022;1;7;1;ideal_h.jpg;17;ideal ;6
22;146;Human;2;1966;1;7;1;good_h.jpg;11;good;4
22;150;Human;2;763;1;7;1;lame_h.jpg;20;lame ;5
22;156;Human;2;648;1;7;1;handsome_h.jpg;13;handsome;8
22;162;Human;2;682;1;7;1;basic_h.jpg;5;basic ;6
22;198;Human;2;950;1;7;1;anxious_h.jpg;3;anxious;7
22;212;Human;2;729;1;7;1;huge_h.jpg;16;huge;4
22;234;Human;2;823;1;7;1;classic_h.jpg;6;classic ;8
22;246;Human;2;858;1;7;1;cool_h.jpg;7;cool ;5
22;250;Human;2;912;1;7;1;cute_h.jpg;8;cute ;5
23;8;Human;2;2122,3;1;7;1;fair_h.jpg;10;fair ;5
23;18;Human;2;2576,23;1;7;1;good_h.jpg;11;good;4
23;32;Human;2;2780,05;1;7;1;cute_h.jpg;8;cute ;5
23;40;Human;2;1507,29;1;7;1;hot_h.jpg;15;hot ;4
23;42;Human;2;800,49;1;7;1;great_h.jpg;12;great ;6
23;58;Human;2;1240,19;1;7;1;handsome_h.jpg;13;handsome;8
23;88;Human;2;1014,36;1;7;1;cool_h.jpg;7;cool ;5
23;96;Human;2;1305,14;1;7;1;huge_h.jpg;16;huge;4
23;98;Human;2;497,38;1;7;1;classic_h.jpg;6;classic ;8
23;104;Human;2;1097,94;1;7;1;heavy_h.jpg;14;heavy ;6
23;148;Human;2;1029,03;1;7;1;impressive_h.jpg;18;impressive ;11
23;152;Human;2;1058,18;1;7;1;lame_h.jpg;20;lame ;5
23;156;Human;2;645,75;1;6;2;basic_h.jpg;5;basic ;6
23;166;Human;2;585,59;1;7;1;ideal_h.jpg;17;ideal ;6
23;190;Human;2;368,43;1;7;1;anxious_h.jpg;3;anxious;7
23;194;Human;2;979,34;1;7;1;amazing_h.jpg;2;amazing ;8
23;206;Human;2;691,16;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
23;216;Human;2;698,29;1;7;1;awesome_h.jpg;4;awesome ;8
23;230;Human;2;1115,85;1;7;1;aggressive_h.jpg;1;aggressive ;11
23;238;Human;2;666,68;1;7;1;interesting_h.jpg;19;interesting ;12
24;10;Human;2;1223,62;1;7;1;fair_h.jpg;10;fair ;5
24;24;Human;2;1580,56;1;7;1;heavy_h.jpg;14;heavy ;6
24;26;Human;2;787,72;1;7;1;handsome_h.jpg;13;handsome;8
24;46;Human;2;770,51;1;7;1;great_h.jpg;12;great ;6
24;62;Human;2;641,52;1;7;1;amazing_h.jpg;2;amazing ;8
24;74;Human;2;1266,28;1;7;1;cute_h.jpg;8;cute ;5
24;120;Human;2;1574;1;7;1;good_h.jpg;11;good;4
24;130;Human;2;1231,3;1;7;1;impressive_h.jpg;18;impressive ;11
24;132;Human;2;1155,61;1;7;1;huge_h.jpg;16;huge;4
24;136;Human;2;1103,17;1;7;1;basic_h.jpg;5;basic ;6
24;140;Human;2;906,76;1;7;1;anxious_h.jpg;3;anxious;7
24;150;Human;2;721,1;1;7;1;aggressive_h.jpg;1;aggressive ;11
24;172;Human;2;1139,39;1;7;1;interesting_h.jpg;19;interesting ;12
24;174;Human;2;1022,23;1;7;1;awesome_h.jpg;4;awesome ;8
24;186;Human;2;742,27;1;7;1;lame_h.jpg;20;lame ;5
24;222;Human;2;762,09;1;7;1;ideal_h.jpg;17;ideal ;6
24;228;Human;2;829,59;1;7;1;classic_h.jpg;6;classic ;8
24;236;Human;2;864,24;1;7;1;cool_h.jpg;7;cool ;5
24;240;Human;2;743,5;1;7;1;hot_h.jpg;15;hot ;4
24;250;Human;2;942,4;1;7;1;extraordinairy_h.jpg;9;extraordinairy;14
26;6;Human;2;803;2;3;5;radient_h.jpg;30;radient ;8
